founded_at,funding_rounds,funding_total_usd,milestones,lat,lng,relationships,status
2009,5.0,125371133.0,1.0,35.6894875,139.69170640000002,1.0,1
1994,5.0,125371133.0,1.0,42.2286954,-71.5225646,2.0,1
1999,7.0,585774337.0,3.0,39.0839973,-77.1527578,12.0,1
2004,5.0,125371133.0,1.0,57.70887,11.97456,1.0,1
2011,5.0,125371133.0,2.0,40.7127753,-74.0059728,2.0,1
2008,5.0,125371133.0,1.0,12.9715987,77.5945627,3.0,1
2008,5.0,125371133.0,1.0,40.7127753,-74.0059728,4.0,1
1996,9.0,86708653.0,1.0,42.376485200000005,-71.2356113,22.0,1
2008,5.0,125371133.0,2.0,50.8503463,4.3517211,3.0,1
2006,5.0,125371133.0,1.0,39.4195499,-76.7802528,1.0,1
2008,5.0,125371133.0,1.0,38.7430645,-94.8255166,1.0,1
2008,5.0,125371133.0,3.0,47.6062095,-122.33207079999998,2.0,2
2012,5.0,125371133.0,1.0,40.800656700000005,-73.7284647,1.0,1
2006,5.0,125371133.0,1.0,18.5204303,73.85674370000001,1.0,1
2005,5.0,125371133.0,1.0,53.07929620000001,8.8016936,3.0,1
1995,5.0,125371133.0,1.0,28.6139391,77.20902120000001,4.0,1
2011,5.0,125371133.0,1.0,22.307158800000003,73.1812187,1.0,1
2001,5.0,125371133.0,1.0,35.7795897,-78.6381787,4.0,1
1999,5.0,125371133.0,1.0,59.3293235,18.068580800000003,5.0,1
2001,5.0,125371133.0,1.0,46.2984285,7.055013400000001,3.0,1
2007,5.0,125371133.0,1.0,43.5448048,-80.24816659999999,3.0,1
2007,5.0,125371133.0,1.0,45.783285600000006,-108.5006904,2.0,1
2000,5.0,125371133.0,1.0,51.5073509,-0.1277583,1.0,1
2011,5.0,125371133.0,1.0,53.34980529999999,-6.2603097000000005,2.0,3
2007,5.0,125371133.0,1.0,34.29987620000001,-79.87617409999999,1.0,1
2011,5.0,125371133.0,1.0,22.572646,88.363895,4.0,1
1994,5.0,125371133.0,1.0,25.204849300000003,55.2707828,4.0,1
1958,5.0,125371133.0,1.0,25.204849300000003,55.2707828,4.0,1
2001,5.0,125371133.0,1.0,48.1725613,12.831075300000002,1.0,1
2011,5.0,125371133.0,1.0,53.34980529999999,-6.2603097000000005,4.0,1
2010,5.0,125371133.0,1.0,40.7127753,-74.0059728,2.0,1
2004,5.0,125371133.0,1.0,39.768403,-86.158068,1.0,1
2011,5.0,125371133.0,2.0,45.523062200000005,-122.6764815,5.0,2
2012,5.0,125371133.0,1.0,40.7127753,-74.0059728,2.0,1
2010,5.0,125371133.0,1.0,34.01945429999999,-118.4911912,4.0,1
2011,5.0,125371133.0,1.0,34.0522342,-118.24368490000002,2.0,1
2000,7.0,67872327.0,1.0,45.3377283,-93.5691122,4.0,1
2000,4.0,41500000.0,1.0,42.4792618,-71.1522765,18.0,1
2000,4.0,68400000.0,1.0,37.3541079,-121.9552356,6.0,2
1992,5.0,125371133.0,1.0,41.8500284,-88.3125738,1.0,1
1999,5.0,125371133.0,1.0,37.7652065,-122.2416355,16.0,1
2011,5.0,125371133.0,1.0,37.3860517,-122.0838511,4.0,1
2011,5.0,125371133.0,1.0,51.253775,-85.32321400000001,1.0,1
2007,6.0,40806300.0,2.0,46.7866719,-92.1004852,17.0,1
2011,5.0,125371133.0,1.0,37.4418834,-122.1430195,2.0,2
2007,5.0,125371133.0,1.0,34.136118700000004,-117.865339,1.0,1
2006,5.0,125371133.0,1.0,37.36883,-122.0363496,5.0,1
2007,5.0,125371133.0,1.0,33.980289299999995,-118.4517449,1.0,1
2004,5.0,125371133.0,1.0,37.7652065,-122.2416355,5.0,1
2006,5.0,125371133.0,1.0,37.8718992,-122.2585399,4.0,1
1995,5.0,125371133.0,1.0,33.4483771,-112.0740373,1.0,1
2009,5.0,125371133.0,1.0,64.1265206,-21.8174392,3.0,1
2008,5.0,125371133.0,1.0,34.01945429999999,-118.4911912,2.0,1
2007,5.0,125371133.0,1.0,-33.8688197,151.2092955,1.0,1
2008,5.0,125371133.0,1.0,40.0583238,-74.40566120000001,3.0,1
2008,5.0,125371133.0,1.0,9.5680116,77.9624435,2.0,1
2003,5.0,125371133.0,1.0,47.8416342,13.2524669,2.0,1
1999,5.0,125371133.0,1.0,51.5073509,-0.1277583,13.0,1
2000,5.0,125371133.0,1.0,48.108956,16.2853875,1.0,1
2008,5.0,125371133.0,1.0,42.9633599,-85.6680863,4.0,2
2001,5.0,125371133.0,1.0,22.572646,88.363895,1.0,1
2010,5.0,125371133.0,1.0,33.952602,-84.5499327,4.0,1
2011,5.0,125371133.0,1.0,-33.9221814,18.4409577,2.0,1
2008,5.0,125371133.0,1.0,38.2526647,-85.7584557,7.0,1
2008,5.0,125371133.0,1.0,41.3850639,2.1734035,2.0,3
2006,5.0,125371133.0,1.0,51.5073509,-0.1277583,2.0,1
1990,5.0,125371133.0,1.0,33.7489954,-84.3879824,2.0,1
2007,5.0,125371133.0,3.0,51.5073509,-0.1277583,1.0,1
2011,5.0,125371133.0,1.0,39.2903848,-76.6121893,2.0,1
2009,5.0,125371133.0,1.0,48.1351253,11.581980499999998,4.0,1
2010,5.0,125371133.0,2.0,37.3382082,-121.88632859999998,1.0,1
2011,5.0,125371133.0,1.0,44.977753,-93.2650108,1.0,1
2011,5.0,125371133.0,1.0,45.3088185,-75.89868349999999,1.0,1
2011,5.0,125371133.0,1.0,32.7766642,-96.7969879,4.0,1
2011,5.0,125371133.0,2.0,37.3852183,-122.1141298,3.0,2
2005,5.0,125371133.0,1.0,42.492786,-92.3425775,2.0,1
2008,5.0,125371133.0,2.0,38.5815719,-121.4943996,5.0,1
1953,5.0,125371133.0,1.0,14.6760413,121.0437003,1.0,1
1999,5.0,125371133.0,1.0,25.7616798,-80.1917902,12.0,1
2011,5.0,83403542.0,1.0,42.3600825,-71.0588801,6.0,1
2008,5.0,125371133.0,1.0,51.5073509,-0.1277583,4.0,1
2000,5.0,125371133.0,2.0,37.7749295,-122.4194155,3.0,1
1999,5.0,125371133.0,1.0,1.352083,103.819836,4.0,1
2012,5.0,125371133.0,1.0,52.5200066,13.404954,4.0,1
2011,5.0,125371133.0,1.0,41.4298516,-81.3910999,4.0,1
2006,5.0,125371133.0,1.0,41.0082376,28.9783589,1.0,1
2011,5.0,125371133.0,1.0,52.486243,-1.890401,1.0,1
2007,5.0,125371133.0,1.0,48.856614,2.3522218999999995,1.0,1
2002,5.0,125371133.0,1.0,48.884831,2.26851,1.0,1
2011,5.0,125371133.0,1.0,42.3600825,-71.0588801,5.0,1
2006,5.0,125371133.0,1.0,33.8883487,-118.3089624,3.0,1
1997,5.0,125371133.0,1.0,35.791540000000005,-78.78111690000001,3.0,1
2000,5.0,125371133.0,1.0,50.930690000000006,5.33248,2.0,1
2007,5.0,125371133.0,1.0,41.49932,-81.6943605,4.0,1
2004,5.0,125371133.0,1.0,34.18083920000001,-118.30896609999998,4.0,1
2007,5.0,125371133.0,2.0,60.2054911,24.6559,2.0,1
2010,5.0,125371133.0,1.0,34.8526176,-82.3940104,2.0,1
2004,5.0,125371133.0,1.0,40.5753817,-74.3223703,3.0,1
2006,5.0,125371133.0,1.0,37.548269700000006,-121.9885719,1.0,1
2006,5.0,125371133.0,1.0,60.7952291,11.0679462,4.0,1
2006,5.0,125371133.0,1.0,-33.83965,151.20541,4.0,1
2008,5.0,125371133.0,1.0,-23.5505199,-46.6333094,4.0,1
2008,5.0,125371133.0,1.0,40.7127753,-74.0059728,4.0,1
2001,5.0,125371133.0,1.0,37.0326091,-95.6217695,1.0,1
1994,5.0,125371133.0,1.0,32.8767389,-117.13824040000002,10.0,1
2011,5.0,125371133.0,1.0,32.715738,-117.1610838,4.0,1
2007,5.0,40000000.0,3.0,40.7127753,-74.0059728,24.0,1
2009,5.0,125371133.0,1.0,47.6101497,-122.2015159,4.0,1
2005,5.0,125371133.0,3.0,26.4614625,-80.07282009999999,4.0,1
2008,5.0,125371133.0,1.0,25.7616798,-80.1917902,2.0,1
1999,5.0,125371133.0,2.0,37.562991700000005,-122.3255254,7.0,1
2007,5.0,125371133.0,1.0,51.5073509,-0.1277583,4.0,1
2005,5.0,125371133.0,1.0,41.3850639,2.1734035,4.0,1
2001,5.0,125371133.0,1.0,51.7520209,-1.2577263,4.0,1
2009,5.0,125371133.0,1.0,40.6862075,-75.49685009999999,1.0,1
2008,5.0,125371133.0,1.0,50.719164,-1.880769,2.0,1
2010,5.0,125371133.0,1.0,52.47576899999999,-0.921517,4.0,1
2011,5.0,125371133.0,1.0,52.07049779999999,4.300699900000001,4.0,1
2009,5.0,125371133.0,1.0,51.986662,-2.589066,2.0,1
2011,5.0,125371133.0,2.0,32.321458,34.853196000000004,4.0,1
2011,5.0,125371133.0,1.0,36.7156084,-95.9314724,1.0,1
2007,5.0,125371133.0,1.0,41.3850639,2.1734035,4.0,1
2005,5.0,125371133.0,1.0,40.0149856,-105.2705456,4.0,1
2011,5.0,125371133.0,1.0,40.7127753,-74.0059728,1.0,1
2004,5.0,125371133.0,1.0,33.4483771,-112.0740373,4.0,1
2009,4.0,311453228.0,2.0,32.814017699999994,-96.9488945,5.0,1
2010,5.0,125371133.0,1.0,51.5073509,-0.1277583,4.0,1
2006,5.0,125371133.0,2.0,43.8561002,-79.3370188,3.0,2
1998,5.0,125371133.0,2.0,37.831316,-122.2852473,23.0,2
1919,5.0,125371133.0,1.0,35.6894875,139.69170640000002,7.0,1
2010,5.0,125371133.0,1.0,43.0389025,-87.9064736,2.0,1
2009,5.0,125371133.0,1.0,47.6101497,-122.2015159,4.0,1
2011,5.0,125371133.0,1.0,41.8781136,-87.62979820000001,2.0,1
2005,5.0,125371133.0,1.0,40.7127753,-74.0059728,1.0,1
1986,5.0,125371133.0,1.0,45.5016889,-73.567256,4.0,2
1999,5.0,125371133.0,1.0,51.5073509,-0.1277583,5.0,1
2010,5.0,125371133.0,1.0,33.6845673,-117.82650490000002,4.0,1
1973,5.0,125371133.0,1.0,51.0486151,-114.0708459,1.0,1
2013,5.0,125371133.0,1.0,53.4807593,-2.2426305,1.0,1
2011,5.0,125371133.0,1.0,43.653226,-79.3831843,1.0,1
2008,5.0,125371133.0,1.0,37.3860517,-122.0838511,3.0,1
2009,5.0,125371133.0,1.0,39.768403,-86.158068,9.0,1
2002,5.0,125371133.0,1.0,52.2296756,21.0122287,4.0,1
2010,5.0,125371133.0,1.0,32.7766642,-96.7969879,2.0,1
2005,5.0,125371133.0,1.0,51.23622,-0.570409,4.0,1
2007,5.0,125371133.0,1.0,28.6139391,77.20902120000001,3.0,1
2009,5.0,125371133.0,1.0,43.653226,-79.3831843,2.0,1
2012,5.0,125371133.0,2.0,27.7172453,85.3239605,2.0,1
2002,5.0,125371133.0,1.0,65.01208879999999,25.4650772,2.0,1
2005,5.0,125371133.0,1.0,37.9838096,23.7275388,2.0,1
2011,5.0,125371133.0,1.0,44.977753,-93.2650108,4.0,1
2005,5.0,125371133.0,2.0,43.0213783,-96.6308708,1.0,1
2008,5.0,125371133.0,1.0,51.442108000000005,-2.856196,4.0,1
2007,5.0,125371133.0,1.0,51.5073509,-0.1277583,4.0,1
2011,5.0,125371133.0,1.0,55.6760968,12.568337199999998,4.0,1
2011,5.0,125371133.0,1.0,40.7127753,-74.0059728,4.0,1
2003,5.0,125371133.0,1.0,50.719164,-1.880769,4.0,1
1997,5.0,125371133.0,1.0,37.7749295,-122.4194155,2.0,1
2011,5.0,125371133.0,2.0,50.8503463,4.3517211,4.0,1
2002,5.0,125371133.0,1.0,41.8489872,-72.5717551,6.0,1
2008,5.0,125371133.0,1.0,17.6868159,83.2184815,2.0,1
2007,5.0,103700000.0,3.0,37.7749295,-122.4194155,54.0,1
2011,5.0,125371133.0,1.0,-33.9248685,18.424055300000003,4.0,1
2010,5.0,125371133.0,1.0,43.653226,-79.3831843,4.0,1
1996,5.0,125371133.0,1.0,24.8614622,67.00993879999999,4.0,1
2010,5.0,125371133.0,1.0,22.3771304,114.1974398,2.0,1
2011,5.0,125371133.0,1.0,53.34980529999999,-6.2603097000000005,4.0,1
2010,5.0,125371133.0,1.0,37.7749295,-122.4194155,4.0,1
2010,5.0,125371133.0,1.0,42.9839192,-80.8118345,2.0,1
2002,5.0,125371133.0,1.0,52.3702157,4.895167900000001,2.0,1
2007,5.0,41290000.0,3.0,37.7749295,-122.4194155,24.0,1
2011,5.0,125371133.0,1.0,34.0928092,-118.3286614,3.0,1
2010,5.0,125371133.0,1.0,20.2960587,85.8245398,4.0,1
2007,5.0,125371133.0,1.0,50.8503463,4.3517211,4.0,1
2008,5.0,125371133.0,1.0,50.668081,4.6118324,4.0,1
2011,5.0,125371133.0,1.0,51.5073509,-0.1277583,4.0,1
2011,5.0,125371133.0,1.0,6.601838000000001,3.3514863,6.0,1
2000,5.0,125371133.0,1.0,59.4369608,24.7535747,1.0,1
2010,5.0,125371133.0,1.0,37.2295733,-80.4139393,2.0,1
2009,5.0,125371133.0,1.0,32.0852999,34.7817676,3.0,1
1990,5.0,125371133.0,1.0,51.753241,-0.448632,4.0,1
2009,5.0,125371133.0,1.0,30.267153000000004,-97.7430608,6.0,1
2011,5.0,125371133.0,1.0,45.5016889,-73.567256,2.0,1
2009,5.0,125371133.0,1.0,37.3890924,-5.984458900000001,2.0,1
2003,5.0,125371133.0,2.0,35.791540000000005,-78.78111690000001,3.0,2
2011,5.0,125371133.0,1.0,-33.8688197,151.2092955,4.0,1
2000,5.0,125371133.0,1.0,51.270363,0.522699,2.0,1
2005,5.0,125371133.0,1.0,53.723466,-1.345968,1.0,1
2006,5.0,125371133.0,1.0,40.7127753,-74.0059728,4.0,1
1998,5.0,125371133.0,2.0,35.2270869,-80.8431267,7.0,2
2007,5.0,125371133.0,1.0,40.65760220000001,-73.58318349999999,4.0,1
2006,5.0,125371133.0,1.0,19.2183307,72.9780897,1.0,1
2010,5.0,125371133.0,1.0,12.9715987,77.5945627,4.0,1
2011,5.0,125371133.0,1.0,37.6871761,-97.330053,4.0,1
2010,4.0,202000000.0,3.0,28.6139391,77.20902120000001,2.0,1
2011,5.0,125371133.0,1.0,28.6139391,77.20902120000001,4.0,1
1997,5.0,125371133.0,1.0,51.9380734,4.5917782,3.0,1
2009,5.0,125371133.0,1.0,13.0826802,80.2707184,1.0,1
1987,5.0,125371133.0,1.0,29.4241219,-98.4936282,4.0,1
2001,5.0,125371133.0,1.0,42.4906231,-71.27600890000001,1.0,2
2011,5.0,125371133.0,1.0,41.0082376,28.9783589,2.0,1
2007,5.0,125371133.0,1.0,32.7766642,-96.7969879,2.0,1
2011,5.0,125371133.0,1.0,59.3517412,24.6104962,2.0,1
2011,5.0,125371133.0,1.0,40.6781784,-73.94415790000001,3.0,1
2009,5.0,125371133.0,1.0,22.396428,114.109497,4.0,1
2011,5.0,125371133.0,1.0,40.7127753,-74.0059728,4.0,1
2007,5.0,125371133.0,1.0,40.7127753,-74.0059728,4.0,1
1999,5.0,125371133.0,1.0,32.8383828,-116.97391670000002,1.0,1
2005,5.0,125371133.0,1.0,40.4406248,-79.9958864,3.0,1
2001,5.0,125371133.0,1.0,34.0211224,-118.3964665,3.0,1
2005,5.0,125371133.0,1.0,41.0082376,28.9783589,1.0,1
2009,5.0,125371133.0,2.0,39.9525839,-75.1652215,1.0,1
2011,5.0,125371133.0,1.0,43.653226,-79.3831843,1.0,1
2007,5.0,125371133.0,2.0,37.8271784,-122.2913078,2.0,1
2010,5.0,125371133.0,1.0,39.1156615,-77.5636015,4.0,1
2010,5.0,125371133.0,2.0,43.5407172,-116.5634625,3.0,1
2008,5.0,125371133.0,2.0,40.7607793,-111.89104740000002,3.0,1
2009,5.0,125371133.0,1.0,45.487062,-122.8037102,4.0,1
2005,5.0,125371133.0,1.0,-33.8688197,151.2092955,1.0,1
2011,5.0,125371133.0,1.0,34.01945429999999,-118.4911912,1.0,1
2011,5.0,125371133.0,1.0,40.7127753,-74.0059728,4.0,1
2006,5.0,125371133.0,1.0,52.3702157,4.895167900000001,40.0,1
2002,5.0,125371133.0,1.0,37.562991700000005,-122.3255254,1.0,1
2006,5.0,125371133.0,1.0,48.856614,2.3522218999999995,1.0,1
1999,5.0,125371133.0,1.0,48.8396952,2.2399123,4.0,1
2011,5.0,125371133.0,1.0,37.3860517,-122.0838511,1.0,1
1987,5.0,125371133.0,1.0,44.8546856,-93.470786,4.0,1
1988,5.0,125371133.0,1.0,53.2943958,-6.1338666,1.0,1
2008,5.0,125371133.0,1.0,40.8559314,-73.20066870000001,4.0,1
2002,5.0,125371133.0,2.0,37.4529598,-122.1817252,11.0,1
2001,5.0,125371133.0,1.0,55.864237,-4.251806,1.0,1
2010,5.0,125371133.0,1.0,53.5510846,9.9936819,3.0,1
2011,5.0,125371133.0,1.0,40.744679,-73.94854240000001,5.0,1
2011,5.0,125371133.0,1.0,53.5510846,9.9936819,5.0,1
2009,5.0,125371133.0,1.0,41.1579438,-8.6291053,4.0,1
2008,5.0,125371133.0,1.0,41.8781136,-87.62979820000001,3.0,1
2002,5.0,125371133.0,1.0,37.2295733,-80.4139393,2.0,1
2010,5.0,125371133.0,1.0,37.7799273,-121.9780153,5.0,1
2011,5.0,125371133.0,2.0,54.978252000000005,-1.61778,2.0,1
2005,5.0,37000000.0,3.0,40.7127753,-74.0059728,31.0,2
2002,4.0,36100000.0,2.0,37.4852152,-122.2363548,22.0,1
2011,5.0,125371133.0,1.0,34.0522342,-118.24368490000002,4.0,1
2004,5.0,125371133.0,1.0,41.8781136,-87.62979820000001,1.0,1
2011,5.0,125371133.0,1.0,37.4529598,-122.1817252,4.0,1
1998,5.0,125371133.0,1.0,52.31938,-104.8207025,4.0,1
1999,5.0,125371133.0,1.0,40.7127753,-74.0059728,2.0,1
2013,5.0,125371133.0,3.0,37.7749295,-122.4194155,5.0,1
2008,4.0,31572684.0,1.0,40.7127753,-74.0059728,4.0,1
2004,5.0,125371133.0,2.0,39.9525839,-75.1652215,4.0,1
2010,5.0,125371133.0,1.0,-22.9068467,-43.1728965,2.0,1
2008,5.0,125371133.0,2.0,-45.8787605,170.5027976,4.0,1
2010,5.0,125371133.0,1.0,49.47741,8.44518,3.0,1
2012,5.0,125371133.0,1.0,51.5073509,-0.1277583,5.0,1
2009,5.0,125371133.0,1.0,-38.0054771,-57.5426106,1.0,1
2007,5.0,125371133.0,1.0,50.8503463,4.3517211,1.0,1
2009,5.0,125371133.0,1.0,48.712858,2.490967,4.0,1
2003,5.0,125371133.0,1.0,33.494170399999994,-111.9260519,2.0,1
2011,5.0,125371133.0,1.0,39.9525839,-75.1652215,4.0,1
2011,5.0,125371133.0,1.0,40.6781784,-73.94415790000001,4.0,2
2010,5.0,125371133.0,1.0,36.1352495,-80.2763425,1.0,1
2006,5.0,125371133.0,1.0,52.486243,-1.890401,2.0,1
2004,5.0,125371133.0,1.0,53.567519,-2.021075,1.0,1
2008,5.0,125371133.0,1.0,53.4807593,-2.2426305,4.0,1
2010,5.0,125371133.0,2.0,37.7749295,-122.4194155,3.0,1
2011,5.0,125371133.0,1.0,42.3600825,-71.0588801,1.0,1
2006,5.0,125371133.0,1.0,34.0736204,-118.4003563,4.0,1
1962,5.0,125371133.0,1.0,50.8004646,-1.9830004,2.0,1
2011,5.0,125371133.0,1.0,40.1105875,-88.2072697,4.0,1
2011,5.0,125371133.0,1.0,52.5200066,13.404954,4.0,1
2008,5.0,125371133.0,1.0,32.8406946,-83.6324022,4.0,1
2005,5.0,125371133.0,1.0,38.979222,-94.772516,4.0,1
2010,5.0,125371133.0,1.0,28.5355161,77.3910265,4.0,1
2011,5.0,125371133.0,1.0,34.0522342,-118.24368490000002,2.0,1
2011,5.0,125371133.0,1.0,52.5200066,13.404954,4.0,1
2006,5.0,125371133.0,2.0,33.7489954,-84.3879824,22.0,1
2005,5.0,125371133.0,1.0,23.810332,90.4125181,1.0,1
2000,5.0,125371133.0,1.0,51.5073509,-0.1277583,3.0,1
2011,5.0,125371133.0,1.0,34.1545306,-99.2650804,2.0,1
2010,5.0,125371133.0,1.0,51.5073509,-0.1277583,4.0,3
2006,5.0,125371133.0,1.0,43.653226,-79.3831843,4.0,2
2010,5.0,125371133.0,1.0,38.5185486,-80.6958375,4.0,1
2011,5.0,125371133.0,1.0,39.9611755,-82.9987942,1.0,1
2010,5.0,125371133.0,1.0,42.8864468,-78.8783689,4.0,1
1991,5.0,125371133.0,1.0,27.950575,-82.4571776,4.0,2
2011,5.0,125371133.0,1.0,43.653226,-79.3831843,4.0,1
2010,5.0,125371133.0,1.0,28.5383355,-81.3792365,1.0,1
2009,5.0,125371133.0,2.0,22.3771304,114.1974398,1.0,1
2012,5.0,125371133.0,1.0,49.282729100000005,-123.1207375,2.0,1
2010,5.0,125371133.0,1.0,39.9041999,116.4073963,1.0,1
1996,5.0,125371133.0,1.0,40.7127753,-74.0059728,2.0,1
2001,5.0,125371133.0,1.0,38.984652,-77.09470920000001,2.0,1
1996,5.0,125371133.0,1.0,13.0826802,80.2707184,6.0,1
2010,5.0,118237738.0,1.0,37.4852152,-122.2363548,12.0,1
2005,5.0,125371133.0,2.0,40.6781784,-73.94415790000001,4.0,1
2002,5.0,125371133.0,1.0,37.4418834,-122.1430195,3.0,1
2003,5.0,125371133.0,1.0,30.267153000000004,-97.7430608,5.0,1
2011,5.0,125371133.0,1.0,48.1351253,11.581980499999998,1.0,1
2010,5.0,125371133.0,1.0,31.2303904,121.4737021,3.0,1
2011,5.0,125371133.0,1.0,51.5073509,-0.1277583,3.0,1
2009,5.0,125371133.0,1.0,47.497912,19.040235,2.0,1
1993,5.0,125371133.0,1.0,34.151749200000005,-118.52142820000002,2.0,1
2011,5.0,125371133.0,1.0,43.653226,-79.3831843,2.0,1
2007,5.0,125371133.0,1.0,40.2968979,-111.69464750000002,1.0,1
2010,5.0,125371133.0,1.0,44.4267674,26.1025384,2.0,1
2011,5.0,125371133.0,1.0,41.0534302,-73.53873409999999,3.0,1
2005,5.0,125371133.0,1.0,36.6530529,-121.7981153,4.0,1
2010,5.0,125371133.0,1.0,40.1164204,-88.2433829,4.0,1
2009,5.0,125371133.0,1.0,34.9248667,-81.02507840000001,1.0,1
2010,5.0,125371133.0,1.0,31.2303904,121.4737021,2.0,1
2008,5.0,125371133.0,1.0,49.282729100000005,-123.1207375,1.0,1
1999,5.0,125371133.0,1.0,41.8781136,-87.62979820000001,1.0,2
2008,5.0,125371133.0,1.0,45.6066487,-73.712409,1.0,1
2009,5.0,125371133.0,1.0,28.6139391,77.20902120000001,1.0,1
2010,5.0,125371133.0,1.0,47.0104529,28.8638102,4.0,1
2011,5.0,125371133.0,1.0,42.0883603,-87.9806265,4.0,1
2010,5.0,125371133.0,1.0,41.0082376,28.9783589,4.0,1
2011,5.0,125371133.0,1.0,50.0755381,14.4378005,3.0,1
2002,5.0,125371133.0,1.0,40.8257625,-96.6851982,2.0,1
1996,5.0,125371133.0,1.0,34.1489719,-118.451357,1.0,1
2006,4.0,107764700.0,2.0,60.16985570000001,24.9383791,19.0,1
2000,5.0,125371133.0,1.0,33.6845673,-117.82650490000002,5.0,1
2010,5.0,125371133.0,1.0,4.1559658,9.2632243,1.0,1
2011,5.0,125371133.0,1.0,28.7040592,77.1024902,1.0,1
2011,5.0,125371133.0,1.0,-33.8688197,151.2092955,2.0,1
2010,5.0,125371133.0,1.0,65.01208879999999,25.4650772,3.0,1
2012,5.0,125371133.0,2.0,32.715738,-117.1610838,5.0,1
2009,5.0,125371133.0,1.0,21.3069444,-157.8583333,3.0,2
2007,5.0,125371133.0,1.0,42.4733688,-83.2218731,4.0,1
2010,5.0,125371133.0,1.0,34.4042459,-118.56823020000002,4.0,1
2000,5.0,125371133.0,1.0,40.7520097,-80.3192295,4.0,1
2000,5.0,125371133.0,1.0,-33.83965,151.20541,2.0,1
2005,5.0,125371133.0,1.0,45.4642035,9.189982,4.0,1
1988,5.0,125371133.0,1.0,39.082519700000006,-94.5823061,4.0,1
2008,5.0,125371133.0,1.0,41.902783500000005,12.4963655,1.0,1
2003,5.0,125371133.0,1.0,40.572603,-74.4926541,1.0,1
2011,5.0,125371133.0,1.0,55.755826,37.6172999,2.0,1
2009,5.0,125371133.0,1.0,51.5073509,-0.1277583,2.0,1
1912,5.0,125371133.0,1.0,53.20123340000001,5.7999133,4.0,1
1998,5.0,125371133.0,1.0,43.0417746,-76.1318097,4.0,1
2008,5.0,125371133.0,1.0,33.7489954,-84.3879824,4.0,1
1997,5.0,125371133.0,1.0,37.665978,-77.5063739,1.0,1
2011,5.0,125371133.0,1.0,51.5073509,-0.1277583,4.0,1
1993,5.0,125371133.0,1.0,56.94964870000001,24.1051865,4.0,1
2001,5.0,125371133.0,1.0,35.76271989999999,-95.3588014,4.0,1
2010,5.0,125371133.0,1.0,12.9715987,77.5945627,4.0,1
2008,5.0,125371133.0,1.0,51.5073509,-0.1277583,4.0,1
2009,5.0,125371133.0,1.0,47.2282763,-93.4891022,2.0,1
2001,5.0,125371133.0,1.0,39.0997265,-94.5785667,2.0,1
1976,5.0,125371133.0,1.0,46.56531629999999,-66.46191639999999,2.0,1
2002,5.0,125371133.0,1.0,51.5073509,-0.1277583,4.0,2
2003,5.0,125371133.0,1.0,39.7392358,-104.990251,2.0,1
2011,5.0,125371133.0,1.0,41.8781136,-87.62979820000001,1.0,1
2000,5.0,125371133.0,1.0,43.58904520000001,-79.6441198,4.0,1
2011,5.0,125371133.0,1.0,44.977753,-93.2650108,2.0,1
2011,5.0,125371133.0,1.0,12.9715987,77.5945627,4.0,1
2010,5.0,125371133.0,1.0,34.2257255,-77.9447102,4.0,1
2008,5.0,125371133.0,1.0,52.205337,0.121817,3.0,1
2011,5.0,125371133.0,1.0,38.440429,-122.7140548,2.0,1
2008,5.0,125371133.0,1.0,51.5073509,-0.1277583,1.0,1
2008,5.0,125371133.0,1.0,53.0711149,-3.8080783,4.0,1
2002,5.0,125371133.0,1.0,44.889686600000005,-93.3499489,4.0,1
2000,5.0,125371133.0,1.0,19.0759837,72.87765590000001,1.0,1
2007,5.0,125371133.0,1.0,34.8526176,-82.3940104,4.0,1
2007,5.0,125371133.0,1.0,40.7607793,-111.89104740000002,2.0,2
2000,5.0,125371133.0,1.0,32.0835407,-81.0998342,2.0,1
2011,5.0,125371133.0,1.0,34.0900091,-118.3617443,1.0,1
2012,5.0,125371133.0,1.0,37.9060368,-122.5449763,1.0,1
2004,5.0,125371133.0,1.0,50.2944923,18.6713802,1.0,1
2005,5.0,125371133.0,3.0,37.7749295,-122.4194155,3.0,2
2008,5.0,125371133.0,1.0,25.9331488,-80.1625463,2.0,1
2011,5.0,125371133.0,1.0,52.5200066,13.404954,5.0,1
2009,5.0,125371133.0,1.0,37.7749295,-122.4194155,2.0,2
2007,5.0,125371133.0,1.0,41.0082376,28.9783589,4.0,1
2011,5.0,125371133.0,1.0,-31.9505269,115.8604572,4.0,1
2008,5.0,125371133.0,1.0,38.440429,-122.7140548,2.0,1
2008,5.0,125371133.0,1.0,47.2528768,-122.4442906,2.0,1
2002,5.0,125371133.0,1.0,43.653226,-79.3831843,4.0,1
2008,5.0,125371133.0,2.0,43.653226,-79.3831843,3.0,3
2010,5.0,125371133.0,1.0,51.5073509,-0.1277583,1.0,1
2011,5.0,125371133.0,1.0,37.3382082,-121.88632859999998,1.0,1
2004,5.0,125371133.0,1.0,34.0522342,-118.24368490000002,1.0,1
1995,5.0,125371133.0,1.0,33.792239200000004,-118.3150722,1.0,1
2010,5.0,125371133.0,1.0,37.562991700000005,-122.3255254,4.0,1
2007,5.0,125371133.0,1.0,49.8671784,6.1595633,4.0,1
2011,5.0,125371133.0,1.0,41.5236437,-90.5776367,1.0,1
2005,5.0,125371133.0,1.0,43.4916514,-112.0339645,4.0,1
